"","iteration","proportion","scale","type","results"
"197",2,0.00237170824512628,1,"width",0.0222194103257923
"198",2,0.00237170824512628,1,"width_plugin",0.0173302371887057
"199",2,0.00237170824512628,1,"width_ols",0.205509953206999
"200",2,0.00237170824512628,1,"width_fix",0.0299674395920519
"201",2,0.00237170824512628,10,"freq",1
"202",2,0.00237170824512628,10,"freq_plugin",1
"203",2,0.00237170824512628,10,"freq_ols",1
"204",2,0.00237170824512628,10,"freq_fix",1
"205",2,0.00237170824512628,10,"width",0.0200241783080701
"206",2,0.00237170824512628,10,"width_plugin",0.0183042033820932
"207",2,0.00237170824512628,10,"width_ols",0.169987026969666
"208",2,0.00237170824512628,10,"width_fix",0.0279678056820477
"209",2,0.00237170824512628,100,"freq",1
"210",2,0.00237170824512628,100,"freq_plugin",1
"211",2,0.00237170824512628,100,"freq_ols",0
"212",2,0.00237170824512628,100,"freq_fix",1
"213",2,0.00237170824512628,100,"width",0.0216112363104147
"214",2,0.00237170824512628,100,"width_plugin",0.0175988154372055
"215",2,0.00237170824512628,100,"width_ols",0.182108466165742
"216",2,0.00237170824512628,100,"width_fix",0.0290380721134027
"217",2,0.00316227766016838,1,"freq",1
"218",2,0.00316227766016838,1,"freq_plugin",1
"219",2,0.00316227766016838,1,"freq_ols",1
"220",2,0.00316227766016838,1,"freq_fix",1
"221",2,0.00316227766016838,1,"width",0.0226595387540024
"222",2,0.00316227766016838,1,"width_plugin",0.0176899504962167
"223",2,0.00316227766016838,1,"width_ols",0.281954199628838
"224",2,0.00316227766016838,1,"width_fix",0.0340261742796369
"225",2,0.00316227766016838,10,"freq",1
"226",2,0.00316227766016838,10,"freq_plugin",1
"227",2,0.00316227766016838,10,"freq_ols",1
"228",2,0.00316227766016838,10,"freq_fix",1
"229",2,0.00316227766016838,10,"width",0.019887250523925
"230",2,0.00316227766016838,10,"width_plugin",0.017419202529234
"231",2,0.00316227766016838,10,"width_ols",0.211093122443016
"232",2,0.00316227766016838,10,"width_fix",0.0298624985730053
"233",2,0.00316227766016838,100,"freq",1
"234",2,0.00316227766016838,100,"freq_plugin",1
"235",2,0.00316227766016838,100,"freq_ols",0
"236",2,0.00316227766016838,100,"freq_fix",1
"237",2,0.00316227766016838,100,"width",0.021841601865445
"238",2,0.00316227766016838,100,"width_plugin",0.017957287161233
"239",2,0.00316227766016838,100,"width_ols",0.240614989803147
"240",2,0.00316227766016838,100,"width_fix",0.0329576238191821
"241",3,0,1,"freq",1
"242",3,0,1,"freq_plugin",1
"243",3,0,1,"freq_ols",1
"244",3,0,1,"freq_fix",1
"245",3,0,1,"width",0.0197964706521145
"246",3,0,1,"width_plugin",0.0159826132734243
"247",3,0,1,"width_ols",0.11633376815615
"248",3,0,1,"width_fix",0.0197964706521145
"249",3,0,10,"freq",1
"250",3,0,10,"freq_plugin",1
"251",3,0,10,"freq_ols",1
"252",3,0,10,"freq_fix",1
"253",3,0,10,"width",0.0250951505306686
"254",3,0,10,"width_plugin",0.0180660113780385
"255",3,0,10,"width_ols",0.135751747362632
"256",3,0,10,"width_fix",0.0250951505306686
"257",3,0,100,"freq",1
"258",3,0,100,"freq_plugin",1
"259",3,0,100,"freq_ols",1
"260",3,0,100,"freq_fix",1
"261",3,0,100,"width",0.0203097157222423
"262",3,0,100,"width_plugin",0.0165388198601008
"263",3,0,100,"width_ols",0.183272393948151
"264",3,0,100,"width_fix",0.0203097157222423
"265",3,0.000790569415042095,1,"freq",1
"266",3,0.000790569415042095,1,"freq_plugin",1
"267",3,0.000790569415042095,1,"freq_ols",1
"268",3,0.000790569415042095,1,"freq_fix",1
"269",3,0.000790569415042095,1,"width",0.0227894840004881
"270",3,0.000790569415042095,1,"width_plugin",0.0192068219136117
"271",3,0.000790569415042095,1,"width_ols",0.166774945733453
"272",3,0.000790569415042095,1,"width_fix",0.0255786867514711
"273",3,0.000790569415042095,10,"freq",1
"274",3,0.000790569415042095,10,"freq_plugin",1
"275",3,0.000790569415042095,10,"freq_ols",1
"276",3,0.000790569415042095,10,"freq_fix",1
"277",3,0.000790569415042095,10,"width",0.023270448145623
"278",3,0.000790569415042095,10,"width_plugin",0.0183814076367784
"279",3,0.000790569415042095,10,"width_ols",0.133999405024073
"280",3,0.000790569415042095,10,"width_fix",0.0259811258540283
"281",3,0.000790569415042095,100,"freq",1
"282",3,0.000790569415042095,100,"freq_plugin",1
"283",3,0.000790569415042095,100,"freq_ols",1
"284",3,0.000790569415042095,100,"freq_fix",1
"285",3,0.000790569415042095,100,"width",0.020605310063899
"286",3,0.000790569415042095,100,"width_plugin",0.0172808452718027
"287",3,0.000790569415042095,100,"width_ols",0.145470216372915
"288",3,0.000790569415042095,100,"width_fix",0.0230851679213948
"289",3,0.00158113883008419,1,"freq",1
"290",3,0.00158113883008419,1,"freq_plugin",1
"291",3,0.00158113883008419,1,"freq_ols",1
"292",3,0.00158113883008419,1,"freq_fix",1
"293",3,0.00158113883008419,1,"width",0.0219382091123264
"294",3,0.00158113883008419,1,"width_plugin",0.0183578019802113
"295",3,0.00158113883008419,1,"width_ols",0.134882086054409
"296",3,0.00158113883008419,1,"width_fix",0.0274593756148731
"297",3,0.00158113883008419,10,"freq",1
"298",3,0.00158113883008419,10,"freq_plugin",1
"299",3,0.00158113883008419,10,"freq_ols",1
"300",3,0.00158113883008419,10,"freq_fix",1
"301",3,0.00158113883008419,10,"width",0.0198789138601549
"302",3,0.00158113883008419,10,"width_plugin",0.0175843040986091
"303",3,0.00158113883008419,10,"width_ols",0.127838458138787
"304",3,0.00158113883008419,10,"width_fix",0.0253588950118799
"305",3,0.00158113883008419,100,"freq",1
"306",3,0.00158113883008419,100,"freq_plugin",1
"307",3,0.00158113883008419,100,"freq_ols",0
"308",3,0.00158113883008419,100,"freq_fix",1
"309",3,0.00158113883008419,100,"width",0.0207406528797266
"310",3,0.00158113883008419,100,"width_plugin",0.0195670281661493
"311",3,0.00158113883008419,100,"width_ols",0.26239089877632
"312",3,0.00158113883008419,100,"width_fix",0.0264639253164701
"313",3,0.00237170824512628,1,"freq",1
"314",3,0.00237170824512628,1,"freq_plugin",1
"315",3,0.00237170824512628,1,"freq_ols",1
"316",3,0.00237170824512628,1,"freq_fix",1
"317",3,0.00237170824512628,1,"width",0.0203633306794249
"318",3,0.00237170824512628,1,"width_plugin",0.0180231685417014
"319",3,0.00237170824512628,1,"width_ols",0.175448716811657
"320",3,0.00237170824512628,1,"width_fix",0.0282959099211797
"321",3,0.00237170824512628,10,"freq",1
"322",3,0.00237170824512628,10,"freq_plugin",1
"323",3,0.00237170824512628,10,"freq_ols",1
"324",3,0.00237170824512628,10,"freq_fix",1
"325",3,0.00237170824512628,10,"width",0.0202890119788202
"326",3,0.00237170824512628,10,"width_plugin",0.0170270758491231
"327",3,0.00237170824512628,10,"width_ols",0.10964785897116
"328",3,0.00237170824512628,10,"width_fix",0.0286802450153725
"329",3,0.00237170824512628,100,"freq",1
"330",3,0.00237170824512628,100,"freq_plugin",1
"331",3,0.00237170824512628,100,"freq_ols",0
"332",3,0.00237170824512628,100,"freq_fix",1
"333",3,0.00237170824512628,100,"width",0.0188129824835538
"334",3,0.00237170824512628,100,"width_plugin",0.0166530304839504
"335",3,0.00237170824512628,100,"width_ols",0.163832714780669
"336",3,0.00237170824512628,100,"width_fix",0.0262629645845767
"337",3,0.00316227766016838,1,"freq",1
"338",3,0.00316227766016838,1,"freq_plugin",1
"339",3,0.00316227766016838,1,"freq_ols",1
"340",3,0.00316227766016838,1,"freq_fix",1
"341",3,0.00316227766016838,1,"width",0.0217617703899876
"342",3,0.00316227766016838,1,"width_plugin",0.0174806752651623
"343",3,0.00316227766016838,1,"width_ols",1.05805834933507
"344",3,0.00316227766016838,1,"width_fix",0.0325662173944905
"345",3,0.00316227766016838,10,"freq",1
"346",3,0.00316227766016838,10,"freq_plugin",0
"347",3,0.00316227766016838,10,"freq_ols",0
"348",3,0.00316227766016838,10,"freq_fix",1
"349",3,0.00316227766016838,10,"width",0.0206667018687852
"350",3,0.00316227766016838,10,"width_plugin",0.0173514923444076
"351",3,0.00316227766016838,10,"width_ols",0.111223214281827
"352",3,0.00316227766016838,10,"width_fix",0.0310554634764123
"353",3,0.00316227766016838,100,"freq",1
"354",3,0.00316227766016838,100,"freq_plugin",0
"355",3,0.00316227766016838,100,"freq_ols",0
"356",3,0.00316227766016838,100,"freq_fix",1
"357",3,0.00316227766016838,100,"width",0.0225758161549914
"358",3,0.00316227766016838,100,"width_plugin",0.0196389562932153
"359",3,0.00316227766016838,100,"width_ols",0.161445627848404
"360",3,0.00316227766016838,100,"width_fix",0.033871880353238
"361",4,0,1,"freq",1
"362",4,0,1,"freq_plugin",1
"363",4,0,1,"freq_ols",1
"364",4,0,1,"freq_fix",1
"365",4,0,1,"width",0.0206831044286605
"366",4,0,1,"width_plugin",0.0174232666988039
"367",4,0,1,"width_ols",0.130751199203171
"368",4,0,1,"width_fix",0.0206831044286605
"369",4,0,10,"freq",1
"370",4,0,10,"freq_plugin",1
"371",4,0,10,"freq_ols",1
"372",4,0,10,"freq_fix",1
"373",4,0,10,"width",0.0198372164648208
"374",4,0,10,"width_plugin",0.0169815413771222
"375",4,0,10,"width_ols",0.13039911791368
"376",4,0,10,"width_fix",0.0198372164648208
"377",4,0,100,"freq",1
"378",4,0,100,"freq_plugin",1
"379",4,0,100,"freq_ols",1
"380",4,0,100,"freq_fix",1
"381",4,0,100,"width",0.0242337502903602
"382",4,0,100,"width_plugin",0.0181971224933191
"383",4,0,100,"width_ols",0.112576647911225
"384",4,0,100,"width_fix",0.0242337502903602
"385",4,0.000790569415042095,1,"freq",1
"386",4,0.000790569415042095,1,"freq_plugin",0
"387",4,0.000790569415042095,1,"freq_ols",1
"388",4,0.000790569415042095,1,"freq_fix",1
"389",4,0.000790569415042095,1,"width",0.0250112451980834
"390",4,0.000790569415042095,1,"width_plugin",0.0184752380087385
"391",4,0.000790569415042095,1,"width_ols",0.166282910713401
"392",4,0.000790569415042095,1,"width_fix",0.0275645295897952
"393",4,0.000790569415042095,10,"freq",1
"394",4,0.000790569415042095,10,"freq_plugin",1
"395",4,0.000790569415042095,10,"freq_ols",1
"396",4,0.000790569415042095,10,"freq_fix",1
"397",4,0.000790569415042095,10,"width",0.0237455366617907
"398",4,0.000790569415042095,10,"width_plugin",0.0183139243146933
"399",4,0.000790569415042095,10,"width_ols",0.206997444591294
"400",4,0.000790569415042095,10,"width_fix",0.0265087137506701
"401",4,0.000790569415042095,100,"freq",1
"402",4,0.000790569415042095,100,"freq_plugin",1
"403",4,0.000790569415042095,100,"freq_ols",1
"404",4,0.000790569415042095,100,"freq_fix",1
"405",4,0.000790569415042095,100,"width",0.0238986858782164
"406",4,0.000790569415042095,100,"width_plugin",0.0193061148187746
"407",4,0.000790569415042095,100,"width_ols",0.194120786301238
"408",4,0.000790569415042095,100,"width_fix",0.0268037542031722
"409",4,0.00158113883008419,1,"freq",1
"410",4,0.00158113883008419,1,"freq_plugin",1
"411",4,0.00158113883008419,1,"freq_ols",1
"412",4,0.00158113883008419,1,"freq_fix",1
"413",4,0.00158113883008419,1,"width",0.0211144968917029
"414",4,0.00158113883008419,1,"width_plugin",0.0170178347934633
"415",4,0.00158113883008419,1,"width_ols",0.129157462303944
"416",4,0.00158113883008419,1,"width_fix",0.0261445167045312
"417",4,0.00158113883008419,10,"freq",1
"418",4,0.00158113883008419,10,"freq_plugin",1
"419",4,0.00158113883008419,10,"freq_ols",1
"420",4,0.00158113883008419,10,"freq_fix",1
"421",4,0.00158113883008419,10,"width",0.0199655141285674
"422",4,0.00158113883008419,10,"width_plugin",0.0175178491738887
"423",4,0.00158113883008419,10,"width_ols",0.10191015558269
"424",4,0.00158113883008419,10,"width_fix",0.0254954570815881
"425",4,0.00158113883008419,100,"freq",1
"426",4,0.00158113883008419,100,"freq_plugin",1
"427",4,0.00158113883008419,100,"freq_ols",0
"428",4,0.00158113883008419,100,"freq_fix",1
"429",4,0.00158113883008419,100,"width",0.021436609912987
"430",4,0.00158113883008419,100,"width_plugin",0.0191097743925553
"431",4,0.00158113883008419,100,"width_ols",0.188069658463201
"432",4,0.00158113883008419,100,"width_fix",0.0272282961107452
"433",4,0.00237170824512628,1,"freq",1
"434",4,0.00237170824512628,1,"freq_plugin",1
"435",4,0.00237170824512628,1,"freq_ols",1
"436",4,0.00237170824512628,1,"freq_fix",1
"437",4,0.00237170824512628,1,"width",0.0216552766636842
"438",4,0.00237170824512628,1,"width_plugin",0.0174886534030069
"439",4,0.00237170824512628,1,"width_ols",0.216459006438997
"440",4,0.00237170824512628,1,"width_fix",0.0298999110330379
"441",4,0.00237170824512628,10,"freq",1
"442",4,0.00237170824512628,10,"freq_plugin",1
"443",4,0.00237170824512628,10,"freq_ols",1
"444",4,0.00237170824512628,10,"freq_fix",1
"445",4,0.00237170824512628,10,"width",0.0239885554290769
"446",4,0.00237170824512628,10,"width_plugin",0.018768717515033
"447",4,0.00237170824512628,10,"width_ols",0.121740867110297
"448",4,0.00237170824512628,10,"width_fix",0.0321113441887906
"449",4,0.00237170824512628,100,"freq",1
"450",4,0.00237170824512628,100,"freq_plugin",1
"451",4,0.00237170824512628,100,"freq_ols",0
"452",4,0.00237170824512628,100,"freq_fix",1
"453",4,0.00237170824512628,100,"width",0.0209734142207338
"454",4,0.00237170824512628,100,"width_plugin",0.0171232733015221
"455",4,0.00237170824512628,100,"width_ols",0.167377039946342
"456",4,0.00237170824512628,100,"width_fix",0.028665409715031
"457",4,0.00316227766016838,1,"freq",1
"458",4,0.00316227766016838,1,"freq_plugin",1
"459",4,0.00316227766016838,1,"freq_ols",1
"460",4,0.00316227766016838,1,"freq_fix",1
"461",4,0.00316227766016838,1,"width",0.0242648584222396
"462",4,0.00316227766016838,1,"width_plugin",0.0191820284928625
"463",4,0.00316227766016838,1,"width_ols",0.123748265654278
"464",4,0.00316227766016838,1,"width_fix",0.0351021472519619
"465",4,0.00316227766016838,10,"freq",1
"466",4,0.00316227766016838,10,"freq_plugin",1
"467",4,0.00316227766016838,10,"freq_ols",1
"468",4,0.00316227766016838,10,"freq_fix",1
"469",4,0.00316227766016838,10,"width",0.0237087917534834
"470",4,0.00316227766016838,10,"width_plugin",0.0184665264444335
"471",4,0.00316227766016838,10,"width_ols",0.212490635901416
"472",4,0.00316227766016838,10,"width_fix",0.0347008126993358
"473",4,0.00316227766016838,100,"freq",0
"474",4,0.00316227766016838,100,"freq_plugin",0
"475",4,0.00316227766016838,100,"freq_ols",0
"476",4,0.00316227766016838,100,"freq_fix",1
"477",4,0.00316227766016838,100,"width",0.0190075190557737
"478",4,0.00316227766016838,100,"width_plugin",0.0170760694346224
"479",4,0.00316227766016838,100,"width_ols",0.194392898393942
"480",4,0.00316227766016838,100,"width_fix",0.0295600803597291
"481",5,0,1,"freq",1
"482",5,0,1,"freq_plugin",1
"483",5,0,1,"freq_ols",1
"484",5,0,1,"freq_fix",1
"485",5,0,1,"width",0.0206066852799958
"486",5,0,1,"width_plugin",0.0178673872003637
"487",5,0,1,"width_ols",0.103394393413408
"488",5,0,1,"width_fix",0.0206066852799958
"489",5,0,10,"freq",1
"490",5,0,10,"freq_plugin",1
"491",5,0,10,"freq_ols",1
"492",5,0,10,"freq_fix",1
"493",5,0,10,"width",0.0205879270807149
"494",5,0,10,"width_plugin",0.0177504533911234
"495",5,0,10,"width_ols",0.110633493401569
"496",5,0,10,"width_fix",0.0205879270807149
"497",5,0,100,"freq",1
"498",5,0,100,"freq_plugin",1
"499",5,0,100,"freq_ols",1
"500",5,0,100,"freq_fix",1
"501",5,0,100,"width",0.0203967118190627
"502",5,0,100,"width_plugin",0.0170032709840973
"503",5,0,100,"width_ols",0.150025163217749
"504",5,0,100,"width_fix",0.0203967118190627
"505",5,0.000790569415042095,1,"freq",1
"506",5,0.000790569415042095,1,"freq_plugin",1
"507",5,0.000790569415042095,1,"freq_ols",1
"508",5,0.000790569415042095,1,"freq_fix",1
"509",5,0.000790569415042095,1,"width",0.0226096331037041
"510",5,0.000790569415042095,1,"width_plugin",0.0190255426144196
"511",5,0.000790569415042095,1,"width_ols",0.370476495656059
"512",5,0.000790569415042095,1,"width_fix",0.0254874066823819
"513",5,0.000790569415042095,10,"freq",1
"514",5,0.000790569415042095,10,"freq_plugin",1
"515",5,0.000790569415042095,10,"freq_ols",1
"516",5,0.000790569415042095,10,"freq_fix",1
"517",5,0.000790569415042095,10,"width",0.019998591350086
"518",5,0.000790569415042095,10,"width_plugin",0.0166051321240057
"519",5,0.000790569415042095,10,"width_ols",0.188593616426272
"520",5,0.000790569415042095,10,"width_fix",0.0225678524146526
"521",5,0.000790569415042095,100,"freq",1
"522",5,0.000790569415042095,100,"freq_plugin",1
"523",5,0.000790569415042095,100,"freq_ols",0
"524",5,0.000790569415042095,100,"freq_fix",1
"525",5,0.000790569415042095,100,"width",0.0207481508681142
"526",5,0.000790569415042095,100,"width_plugin",0.0184054539650624
"527",5,0.000790569415042095,100,"width_ols",0.159749947895897
"528",5,0.000790569415042095,100,"width_fix",0.023372046176748
"529",5,0.00158113883008419,1,"freq",1
"530",5,0.00158113883008419,1,"freq_plugin",1
"531",5,0.00158113883008419,1,"freq_ols",1
"532",5,0.00158113883008419,1,"freq_fix",1
"533",5,0.00158113883008419,1,"width",0.0230876846573265
"534",5,0.00158113883008419,1,"width_plugin",0.0192909051987864
"535",5,0.00158113883008419,1,"width_ols",0.248463915204274
"536",5,0.00158113883008419,1,"width_fix",0.0283239239965399
"537",5,0.00158113883008419,10,"freq",1
"538",5,0.00158113883008419,10,"freq_plugin",1
"539",5,0.00158113883008419,10,"freq_ols",1
"540",5,0.00158113883008419,10,"freq_fix",1
"541",5,0.00158113883008419,10,"width",0.0203132549191931
