"","iteration","proportion","scale","type","err"
"1234",23,0.1,1,"ols_global",0.964169276891909
"1235",23,0.1,1,"Huber_global",0.136481166458027
"1236",23,0.1,1,"Huber_distr_dc",0.136519029410681
"1237",23,0.1,10,"ols_global",0.984705403883293
"1238",23,0.1,10,"Huber_global",0.159398955054768
"1239",23,0.1,10,"Huber_distr_dc",0.157168012480644
"1240",23,0.1,100,"ols_global",9.93053340533276
"1241",23,0.1,100,"Huber_global",0.164841717914426
"1242",23,0.1,100,"Huber_distr_dc",0.158186888388586
"1243",24,0,1,"ols_global",0.568486936719532
"1244",24,0,1,"Huber_global",0.0253773380795945
"1245",24,0,1,"Huber_distr_dc",0.0255195512495353
"1246",24,0,10,"ols_global",0.332505612551611
"1247",24,0,10,"Huber_global",0.0308667760102195
"1248",24,0,10,"Huber_distr_dc",0.0318260742206367
"1249",24,0,100,"ols_global",0.228890838363473
"1250",24,0,100,"Huber_global",0.028020659026048
"1251",24,0,100,"Huber_distr_dc",0.0273595857269097
"1252",24,0.02,1,"ols_global",0.174748239460351
"1253",24,0.02,1,"Huber_global",0.0388966385876689
"1254",24,0.02,1,"Huber_distr_dc",0.0387113056506851
"1255",24,0.02,10,"ols_global",0.342368182783521
"1256",24,0.02,10,"Huber_global",0.0430689183680296
"1257",24,0.02,10,"Huber_distr_dc",0.042729479275155
"1258",24,0.02,100,"ols_global",2.22204878174335
"1259",24,0.02,100,"Huber_global",0.0491316508220462
"1260",24,0.02,100,"Huber_distr_dc",0.048641641213169
"1261",24,0.04,1,"ols_global",0.173325366474966
"1262",24,0.04,1,"Huber_global",0.0590217425416418
"1263",24,0.04,1,"Huber_distr_dc",0.0598136649365066
"1264",24,0.04,10,"ols_global",0.608324260447594
"1265",24,0.04,10,"Huber_global",0.0665131563208892
"1266",24,0.04,10,"Huber_distr_dc",0.066511077882574
"1267",24,0.04,100,"ols_global",3.94824275963759
"1268",24,0.04,100,"Huber_global",0.0702739415295991
"1269",24,0.04,100,"Huber_distr_dc",0.0677181695707107
"1270",24,0.06,1,"ols_global",0.218155923056648
"1271",24,0.06,1,"Huber_global",0.0778171134315065
"1272",24,0.06,1,"Huber_distr_dc",0.0779837015494884
"1273",24,0.06,10,"ols_global",0.694423161447786
"1274",24,0.06,10,"Huber_global",0.0927241808614566
"1275",24,0.06,10,"Huber_distr_dc",0.09242394438353
"1276",24,0.06,100,"ols_global",6.17208896277025
"1277",24,0.06,100,"Huber_global",0.103487659931131
"1278",24,0.06,100,"Huber_distr_dc",0.101700468368402
"1279",24,0.08,1,"ols_global",0.209941538147797
"1280",24,0.08,1,"Huber_global",0.101289876789295
"1281",24,0.08,1,"Huber_distr_dc",0.101384827687851
"1282",24,0.08,10,"ols_global",0.929589368746979
"1283",24,0.08,10,"Huber_global",0.125331823827767
"1284",24,0.08,10,"Huber_distr_dc",0.122915851478967
"1285",24,0.08,100,"ols_global",8.02149407499404
"1286",24,0.08,100,"Huber_global",0.131945879265477
"1287",24,0.08,100,"Huber_distr_dc",0.13049213002802
"1288",24,0.1,1,"ols_global",0.761177645715845
"1289",24,0.1,1,"Huber_global",0.131360405889805
"1290",24,0.1,1,"Huber_distr_dc",0.13119818679324
"1291",24,0.1,10,"ols_global",1.4103089507038
"1292",24,0.1,10,"Huber_global",0.166965930716669
"1293",24,0.1,10,"Huber_distr_dc",0.16727909362693
"1294",24,0.1,100,"ols_global",9.71247321025366
"1295",24,0.1,100,"Huber_global",0.169596948633042
"1296",24,0.1,100,"Huber_distr_dc",0.16516237201401
"1297",25,0,1,"ols_global",0.197311806471984
"1298",25,0,1,"Huber_global",0.032088947054472
"1299",25,0,1,"Huber_distr_dc",0.0324606567022779
"1300",25,0,10,"ols_global",0.306796459346218
"1301",25,0,10,"Huber_global",0.0354559482808658
"1302",25,0,10,"Huber_distr_dc",0.0354610752448437
"1303",25,0,100,"ols_global",0.203420590454393
"1304",25,0,100,"Huber_global",0.0325951100731627
"1305",25,0,100,"Huber_distr_dc",0.0326535523353531
"1306",25,0.02,1,"ols_global",0.199284800488934
"1307",25,0.02,1,"Huber_global",0.0401488272718062
"1308",25,0.02,1,"Huber_distr_dc",0.0401987200319302
"1309",25,0.02,10,"ols_global",0.464184751666569
"1310",25,0.02,10,"Huber_global",0.0433087377080485
"1311",25,0.02,10,"Huber_distr_dc",0.0428777816043645
"1312",25,0.02,100,"ols_global",2.05705843549669
"1313",25,0.02,100,"Huber_global",0.0406294428360971
"1314",25,0.02,100,"Huber_distr_dc",0.0398816342878246
"1315",25,0.04,1,"ols_global",0.550598132248473
"1316",25,0.04,1,"Huber_global",0.059730384256126
"1317",25,0.04,1,"Huber_distr_dc",0.0602315271639201
"1318",25,0.04,10,"ols_global",0.536854270072245
"1319",25,0.04,10,"Huber_global",0.0609093965997507
"1320",25,0.04,10,"Huber_distr_dc",0.0604291126223384
"1321",25,0.04,100,"ols_global",3.98211851641934
"1322",25,0.04,100,"Huber_global",0.0599809906159099
"1323",25,0.04,100,"Huber_distr_dc",0.0608870298943868
"1324",25,0.06,1,"ols_global",0.404986080951458
"1325",25,0.06,1,"Huber_global",0.08494869252956
"1326",25,0.06,1,"Huber_distr_dc",0.0854632336244187
"1327",25,0.06,10,"ols_global",0.652001461894215
"1328",25,0.06,10,"Huber_global",0.0976849794236259
"1329",25,0.06,10,"Huber_distr_dc",0.0985090395342246
"1330",25,0.06,100,"ols_global",6.37638329028993
"1331",25,0.06,100,"Huber_global",0.106334994746303
"1332",25,0.06,100,"Huber_distr_dc",0.102857485703864
"1333",25,0.08,1,"ols_global",0.317981711941324
"1334",25,0.08,1,"Huber_global",0.110676013028809
"1335",25,0.08,1,"Huber_distr_dc",0.110403698074656
"1336",25,0.08,10,"ols_global",0.845921203181475
"1337",25,0.08,10,"Huber_global",0.1368779550037
"1338",25,0.08,10,"Huber_distr_dc",0.137331631550488
"1339",25,0.08,100,"ols_global",8.27360910386982
"1340",25,0.08,100,"Huber_global",0.141483366510374
"1341",25,0.08,100,"Huber_distr_dc",0.139652171799528
"1342",25,0.1,1,"ols_global",0.264683858948238
"1343",25,0.1,1,"Huber_global",0.133620480194109
"1344",25,0.1,1,"Huber_distr_dc",0.13426688677879
"1345",25,0.1,10,"ols_global",1.10428754000689
"1346",25,0.1,10,"Huber_global",0.169214619548332
"1347",25,0.1,10,"Huber_distr_dc",0.170478276206919
"1348",25,0.1,100,"ols_global",10.2209431120522
"1349",25,0.1,100,"Huber_global",0.177108250353636
"1350",25,0.1,100,"Huber_distr_dc",0.173760623520848
"1351",26,0,1,"ols_global",0.194651250719555
"1352",26,0,1,"Huber_global",0.0296532823043647
"1353",26,0,1,"Huber_distr_dc",0.0295019704538989
"1354",26,0,10,"ols_global",0.210284839818275
"1355",26,0,10,"Huber_global",0.0297590212788077
"1356",26,0,10,"Huber_distr_dc",0.0303598746611169
"1357",26,0,100,"ols_global",0.285308402033009
"1358",26,0,100,"Huber_global",0.0240952996526444
"1359",26,0,100,"Huber_distr_dc",0.0242994851817218
"1360",26,0.02,1,"ols_global",0.330412495109983
"1361",26,0.02,1,"Huber_global",0.0385991545843063
"1362",26,0.02,1,"Huber_distr_dc",0.0387565064819851
"1363",26,0.02,10,"ols_global",0.434410214515443
"1364",26,0.02,10,"Huber_global",0.0438218983331548
"1365",26,0.02,10,"Huber_distr_dc",0.0432058013512399
"1366",26,0.02,100,"ols_global",2.04221020672467
"1367",26,0.02,100,"Huber_global",0.0489268027078438
"1368",26,0.02,100,"Huber_distr_dc",0.0500222099232861
"1369",26,0.04,1,"ols_global",0.228553286697928
"1370",26,0.04,1,"Huber_global",0.0501388259112208
"1371",26,0.04,1,"Huber_distr_dc",0.050101735447708
"1372",26,0.04,10,"ols_global",0.44608729872931
"1373",26,0.04,10,"Huber_global",0.0718135221369187
"1374",26,0.04,10,"Huber_distr_dc",0.0717883034764249
"1375",26,0.04,100,"ols_global",4.13142786404775
"1376",26,0.04,100,"Huber_global",0.0662111694789061
"1377",26,0.04,100,"Huber_distr_dc",0.0657369834006686
"1378",26,0.06,1,"ols_global",0.308539337555807
"1379",26,0.06,1,"Huber_global",0.0774021231955679
"1380",26,0.06,1,"Huber_distr_dc",0.0768798155886941
"1381",26,0.06,10,"ols_global",0.625439549555461
"1382",26,0.06,10,"Huber_global",0.0895914322209959
"1383",26,0.06,10,"Huber_distr_dc",0.0891865461444044
"1384",26,0.06,100,"ols_global",5.87434941519464
"1385",26,0.06,100,"Huber_global",0.0984105350954479
"1386",26,0.06,100,"Huber_distr_dc",0.0960392323446778
"1387",26,0.08,1,"ols_global",0.269533863036976
"1388",26,0.08,1,"Huber_global",0.11317756007596
"1389",26,0.08,1,"Huber_distr_dc",0.112500280012951
"1390",26,0.08,10,"ols_global",0.839884999973934
"1391",26,0.08,10,"Huber_global",0.128497051314594
"1392",26,0.08,10,"Huber_distr_dc",0.128896722604577
"1393",26,0.08,100,"ols_global",8.00191233161413
"1394",26,0.08,100,"Huber_global",0.139494639395665
"1395",26,0.08,100,"Huber_distr_dc",0.138425747545195
"1396",26,0.1,1,"ols_global",0.304417464522494
"1397",26,0.1,1,"Huber_global",0.127762499801168
"1398",26,0.1,1,"Huber_distr_dc",0.127722306677747
"1399",26,0.1,10,"ols_global",1.46330093716845
"1400",26,0.1,10,"Huber_global",0.175332934486956
"1401",26,0.1,10,"Huber_distr_dc",0.171731091961197
"1402",26,0.1,100,"ols_global",10.3073210293511
"1403",26,0.1,100,"Huber_global",0.168237752448612
"1404",26,0.1,100,"Huber_distr_dc",0.162706275750289
"1405",27,0,1,"ols_global",0.279768467349457
"1406",27,0,1,"Huber_global",0.0259671922900668
"1407",27,0,1,"Huber_distr_dc",0.0266117874725327
"1408",27,0,10,"ols_global",0.279896022024472
"1409",27,0,10,"Huber_global",0.0364184369428574
"1410",27,0,10,"Huber_distr_dc",0.0362874553387571
"1411",27,0,100,"ols_global",0.201306787301665
"1412",27,0,100,"Huber_global",0.0338381738409772
"1413",27,0,100,"Huber_distr_dc",0.033873343123546
"1414",27,0.02,1,"ols_global",0.352541019500099
"1415",27,0.02,1,"Huber_global",0.0406335973700977
"1416",27,0.02,1,"Huber_distr_dc",0.0416037437283432
"1417",27,0.02,10,"ols_global",0.434400620253206
"1418",27,0.02,10,"Huber_global",0.0394423698731864
"1419",27,0.02,10,"Huber_distr_dc",0.0388597180465577
"1420",27,0.02,100,"ols_global",2.05155453957638
"1421",27,0.02,100,"Huber_global",0.0400680327407877
"1422",27,0.02,100,"Huber_distr_dc",0.039290274994889
"1423",27,0.04,1,"ols_global",0.237315745542727
"1424",27,0.04,1,"Huber_global",0.0574872004611143
"1425",27,0.04,1,"Huber_distr_dc",0.058069655654578
"1426",27,0.04,10,"ols_global",0.520795514572278
"1427",27,0.04,10,"Huber_global",0.0628780831740427
"1428",27,0.04,10,"Huber_distr_dc",0.0627565299472562
"1429",27,0.04,100,"ols_global",4.02591056978854
"1430",27,0.04,100,"Huber_global",0.0688146423348513
"1431",27,0.04,100,"Huber_distr_dc",0.0675336926553941
"1432",27,0.06,1,"ols_global",0.267162207589405
"1433",27,0.06,1,"Huber_global",0.0856460842687419
"1434",27,0.06,1,"Huber_distr_dc",0.0855747115592795
"1435",27,0.06,10,"ols_global",0.828279039720092
"1436",27,0.06,10,"Huber_global",0.0940141549062598
"1437",27,0.06,10,"Huber_distr_dc",0.0913408957005254
"1438",27,0.06,100,"ols_global",5.72485659192713
"1439",27,0.06,100,"Huber_global",0.0993518974286158
"1440",27,0.06,100,"Huber_distr_dc",0.0979734128924134
"1441",27,0.08,1,"ols_global",0.496514646144359
"1442",27,0.08,1,"Huber_global",0.109288277897989
"1443",27,0.08,1,"Huber_distr_dc",0.108797067231725
"1444",27,0.08,10,"ols_global",0.913075548549251
"1445",27,0.08,10,"Huber_global",0.128864769449636
"1446",27,0.08,10,"Huber_distr_dc",0.126560590791824
"1447",27,0.08,100,"ols_global",8.17427900036524
"1448",27,0.08,100,"Huber_global",0.135323205164643
"1449",27,0.08,100,"Huber_distr_dc",0.136599661047745
"1450",27,0.1,1,"ols_global",0.970679763183992
"1451",27,0.1,1,"Huber_global",0.131989161763115
"1452",27,0.1,1,"Huber_distr_dc",0.13246324851961
"1453",27,0.1,10,"ols_global",1.12106925731234
"1454",27,0.1,10,"Huber_global",0.165598671922941
"1455",27,0.1,10,"Huber_distr_dc",0.162586245970218
"1456",27,0.1,100,"ols_global",9.9620856835368
"1457",27,0.1,100,"Huber_global",0.178362319037907
"1458",27,0.1,100,"Huber_distr_dc",0.175749133944739
"1459",28,0,1,"ols_global",0.462315784639456
"1460",28,0,1,"Huber_global",0.0272457074608448
"1461",28,0,1,"Huber_distr_dc",0.027453009012037
"1462",28,0,10,"ols_global",0.750581310610388
"1463",28,0,10,"Huber_global",0.0309787928773657
"1464",28,0,10,"Huber_distr_dc",0.0315708726282221
"1465",28,0,100,"ols_global",0.261433877588891
"1466",28,0,100,"Huber_global",0.0301665702156809
"1467",28,0,100,"Huber_distr_dc",0.029887352736264
"1468",28,0.02,1,"ols_global",0.22574991214156
"1469",28,0.02,1,"Huber_global",0.0398701027323373
"1470",28,0.02,1,"Huber_distr_dc",0.0398888443197136
"1471",28,0.02,10,"ols_global",0.486577986196565
"1472",28,0.02,10,"Huber_global",0.0420983598729454
"1473",28,0.02,10,"Huber_distr_dc",0.0414722903933444
"1474",28,0.02,100,"ols_global",2.01914540380915
"1475",28,0.02,100,"Huber_global",0.0363917512234387
"1476",28,0.02,100,"Huber_distr_dc",0.0359647121087757
"1477",28,0.04,1,"ols_global",0.181495437181504
"1478",28,0.04,1,"Huber_global",0.0582093285633438
"1479",28,0.04,1,"Huber_distr_dc",0.0577999807882802
"1480",28,0.04,10,"ols_global",0.478523211199708
"1481",28,0.04,10,"Huber_global",0.0679191929733316
"1482",28,0.04,10,"Huber_distr_dc",0.0660500034229922
"1483",28,0.04,100,"ols_global",3.88354156471672
"1484",28,0.04,100,"Huber_global",0.0612931470977852
"1485",28,0.04,100,"Huber_distr_dc",0.0608503130935345
"1486",28,0.06,1,"ols_global",0.432762828164954
"1487",28,0.06,1,"Huber_global",0.088777021757087
"1488",28,0.06,1,"Huber_distr_dc",0.0886935842423548
"1489",28,0.06,10,"ols_global",0.690206510651641
"1490",28,0.06,10,"Huber_global",0.101738213981504
"1491",28,0.06,10,"Huber_distr_dc",0.100887788742964
"1492",28,0.06,100,"ols_global",6.09799855051275
"1493",28,0.06,100,"Huber_global",0.105409685479219
"1494",28,0.06,100,"Huber_distr_dc",0.102839391500032
"1495",28,0.08,1,"ols_global",0.197556451608423
"1496",28,0.08,1,"Huber_global",0.108933225865777
"1497",28,0.08,1,"Huber_distr_dc",0.108520656695418
"1498",28,0.08,10,"ols_global",0.819901785493648
"1499",28,0.08,10,"Huber_global",0.132135098804169
"1500",28,0.08,10,"Huber_distr_dc",0.129220902311299
"1501",28,0.08,100,"ols_global",7.92223403184227
"1502",28,0.08,100,"Huber_global",0.134443751763988
"1503",28,0.08,100,"Huber_distr_dc",0.133522178360031
"1504",28,0.1,1,"ols_global",0.565374125129854
"1505",28,0.1,1,"Huber_global",0.135456888795454
"1506",28,0.1,1,"Huber_distr_dc",0.135227185371747
"1507",28,0.1,10,"ols_global",1.05807056121532
"1508",28,0.1,10,"Huber_global",0.170705505891428
"1509",28,0.1,10,"Huber_distr_dc",0.167565769211216
"1510",28,0.1,100,"ols_global",9.99480411100586
"1511",28,0.1,100,"Huber_global",0.170143314032967
"1512",28,0.1,100,"Huber_distr_dc",0.171157054639928
"1513",29,0,1,"ols_global",0.366433085505445
"1514",29,0,1,"Huber_global",0.0348373236580652
"1515",29,0,1,"Huber_distr_dc",0.0346697537297413
"1516",29,0,10,"ols_global",0.387340315093389
"1517",29,0,10,"Huber_global",0.0265996541843994
"1518",29,0,10,"Huber_distr_dc",0.0266254467483643
"1519",29,0,100,"ols_global",0.395652713230917
"1520",29,0,100,"Huber_global",0.0279147556859503
"1521",29,0,100,"Huber_distr_dc",0.0278372852136146
"1522",29,0.02,1,"ols_global",0.266436793692865
"1523",29,0.02,1,"Huber_global",0.0405084567410117
"1524",29,0.02,1,"Huber_distr_dc",0.0404492353733574
"1525",29,0.02,10,"ols_global",0.498276094834223
"1526",29,0.02,10,"Huber_global",0.0456936240627457
"1527",29,0.02,10,"Huber_distr_dc",0.0452715593644851
"1528",29,0.02,100,"ols_global",2.12652219913865
"1529",29,0.02,100,"Huber_global",0.0416650605594998
"1530",29,0.02,100,"Huber_distr_dc",0.0414703065206425
"1531",29,0.04,1,"ols_global",0.246797757994933
"1532",29,0.04,1,"Huber_global",0.063595521921911
"1533",29,0.04,1,"Huber_distr_dc",0.0634841516865041
"1534",29,0.04,10,"ols_global",0.45723042094857
"1535",29,0.04,10,"Huber_global",0.0671941109765566
"1536",29,0.04,10,"Huber_distr_dc",0.0671752189818785
"1537",29,0.04,100,"ols_global",4.12658018210553
"1538",29,0.04,100,"Huber_global",0.0633106351181339
"1539",29,0.04,100,"Huber_distr_dc",0.0640886388234413
"1540",29,0.06,1,"ols_global",0.249613489260029
"1541",29,0.06,1,"Huber_global",0.0840367198378189
"1542",29,0.06,1,"Huber_distr_dc",0.0835183156062411
"1543",29,0.06,10,"ols_global",0.880959585155481
"1544",29,0.06,10,"Huber_global",0.0990036871280927
"1545",29,0.06,10,"Huber_distr_dc",0.0996857417348875
"1546",29,0.06,100,"ols_global",6.05890723657241
"1547",29,0.06,100,"Huber_global",0.0981966201051074
"1548",29,0.06,100,"Huber_distr_dc",0.0976076252915939
"1549",29,0.08,1,"ols_global",0.200383673520692
"1550",29,0.08,1,"Huber_global",0.116632203401463
"1551",29,0.08,1,"Huber_distr_dc",0.116838766474158
"1552",29,0.08,10,"ols_global",0.807951305851475
"1553",29,0.08,10,"Huber_global",0.132595295197557
"1554",29,0.08,10,"Huber_distr_dc",0.130556398731509
"1555",29,0.08,100,"ols_global",8.2247308122098
"1556",29,0.08,100,"Huber_global",0.133125109774688
"1557",29,0.08,100,"Huber_distr_dc",0.133028491110284
"1558",29,0.1,1,"ols_global",0.274841648860756
"1559",29,0.1,1,"Huber_global",0.136158048673997
"1560",29,0.1,1,"Huber_distr_dc",0.136078366544913
"1561",29,0.1,10,"ols_global",1.08651288542177
"1562",29,0.1,10,"Huber_global",0.179789152661191
"1563",29,0.1,10,"Huber_distr_dc",0.175751251416048
"1564",29,0.1,100,"ols_global",9.6844258328697
"1565",29,0.1,100,"Huber_global",0.167970855799708
"1566",29,0.1,100,"Huber_distr_dc",0.166428934233289
"1567",30,0,1,"ols_global",0.343086970849234
"1568",30,0,1,"Huber_global",0.0363858361770893
"1569",30,0,1,"Huber_distr_dc",0.0364173387692148
"1570",30,0,10,"ols_global",0.953411622227106
"1571",30,0,10,"Huber_global",0.0295172581249406
"1572",30,0,10,"Huber_distr_dc",0.0290939950444617
"1573",30,0,100,"ols_global",0.203548930896229
"1574",30,0,100,"Huber_global",0.0355805051551749
"1575",30,0,100,"Huber_distr_dc",0.0359082797078298
"1576",30,0.02,1,"ols_global",0.362901375001068
"1577",30,0.02,1,"Huber_global",0.0413681558495011
"1578",30,0.02,1,"Huber_distr_dc",0.0415856168205617
"1579",30,0.02,10,"ols_global",0.673357141322887
"1580",30,0.02,10,"Huber_global",0.0418336946653941
"1581",30,0.02,10,"Huber_distr_dc",0.0418633866544719
"1582",30,0.02,100,"ols_global",2.09869173024312
"1583",30,0.02,100,"Huber_global",0.0462926381843793
"1584",30,0.02,100,"Huber_distr_dc",0.0461166238540453
"1585",30,0.04,1,"ols_global",0.241623335783575
"1586",30,0.04,1,"Huber_global",0.0633160645492207
"1587",30,0.04,1,"Huber_distr_dc",0.0630426954750733
"1588",30,0.04,10,"ols_global",0.640953333412663
"1589",30,0.04,10,"Huber_global",0.065826101063667
"1590",30,0.04,10,"Huber_distr_dc",0.0652969315820869
"1591",30,0.04,100,"ols_global",4.08368437549006
"1592",30,0.04,100,"Huber_global",0.0705331090726275
"1593",30,0.04,100,"Huber_distr_dc",0.069338833047897
"1594",30,0.06,1,"ols_global",0.210259282749783
"1595",30,0.06,1,"Huber_global",0.0798514154070904
"1596",30,0.06,1,"Huber_distr_dc",0.0799867930925276
"1597",30,0.06,10,"ols_global",0.657124016846797
"1598",30,0.06,10,"Huber_global",0.1079953013336
"1599",30,0.06,10,"Huber_distr_dc",0.105738781385851
"1600",30,0.06,100,"ols_global",6.14696971144657
"1601",30,0.06,100,"Huber_global",0.100074059833558
"1602",30,0.06,100,"Huber_distr_dc",0.100097591510706
"1603",30,0.08,1,"ols_global",0.196243797133367
"1604",30,0.08,1,"Huber_global",0.104991224759145
"1605",30,0.08,1,"Huber_distr_dc",0.105059822674788
"1606",30,0.08,10,"ols_global",0.782852553317428
"1607",30,0.08,10,"Huber_global",0.130232582046063
"1608",30,0.08,10,"Huber_distr_dc",0.127727945668481
"1609",30,0.08,100,"ols_global",7.82176021843839
"1610",30,0.08,100,"Huber_global",0.136398060106972
"1611",30,0.08,100,"Huber_distr_dc",0.135847591383338
"1612",30,0.1,1,"ols_global",0.862023299849671
"1613",30,0.1,1,"Huber_global",0.141550592904636
"1614",30,0.1,1,"Huber_distr_dc",0.140875215278789
"1615",30,0.1,10,"ols_global",1.03125124577234
"1616",30,0.1,10,"Huber_global",0.161281873640114
"1617",30,0.1,10,"Huber_distr_dc",0.159081151834161
"1618",30,0.1,100,"ols_global",9.8494266419285
"1619",30,0.1,100,"Huber_global",0.170963012498686
"1620",30,0.1,100,"Huber_distr_dc",0.173800151411924
"1621",31,0,1,"ols_global",0.273753206535147
"1622",31,0,1,"Huber_global",0.0281883681920297
"1623",31,0,1,"Huber_distr_dc",0.0285501526540509
"1624",31,0,10,"ols_global",0.229007182174234
"1625",31,0,10,"Huber_global",0.0312071853085139
"1626",31,0,10,"Huber_distr_dc",0.0313636259348095
"1627",31,0,100,"ols_global",0.229453036940254
"1628",31,0,100,"Huber_global",0.0356441096181542
"1629",31,0,100,"Huber_distr_dc",0.0350882750939819
"1630",31,0.02,1,"ols_global",0.652594868072163
"1631",31,0.02,1,"Huber_global",0.0372074468868705
"1632",31,0.02,1,"Huber_distr_dc",0.0372126523026897
"1633",31,0.02,10,"ols_global",0.333825435791876
"1634",31,0.02,10,"Huber_global",0.0423673917474041
"1635",31,0.02,10,"Huber_distr_dc",0.0429465905932966
"1636",31,0.02,100,"ols_global",2.06482170150618
"1637",31,0.02,100,"Huber_global",0.0410966857800523
"1638",31,0.02,100,"Huber_distr_dc",0.0408401191757483
"1639",31,0.04,1,"ols_global",0.344999294804529
"1640",31,0.04,1,"Huber_global",0.0598998414881326
"1641",31,0.04,1,"Huber_distr_dc",0.0598325848245808
"1642",31,0.04,10,"ols_global",0.493934237588486
"1643",31,0.04,10,"Huber_global",0.0685128180965317
"1644",31,0.04,10,"Huber_distr_dc",0.0673332922534098
"1645",31,0.04,100,"ols_global",4.23088301530153
"1646",31,0.04,100,"Huber_global",0.0740132726748728
"1647",31,0.04,100,"Huber_distr_dc",0.0729725051736296
"1648",31,0.06,1,"ols_global",0.430431363895389
"1649",31,0.06,1,"Huber_global",0.082559907996915
"1650",31,0.06,1,"Huber_distr_dc",0.0826231811457721
"1651",31,0.06,10,"ols_global",0.721994266558087
"1652",31,0.06,10,"Huber_global",0.100446362999751
"1653",31,0.06,10,"Huber_distr_dc",0.0975907054381546
"1654",31,0.06,100,"ols_global",6.09036245079265
"1655",31,0.06,100,"Huber_global",0.092214520787282
"1656",31,0.06,100,"Huber_distr_dc",0.090865414386365
"1657",31,0.08,1,"ols_global",0.37404866841419
"1658",31,0.08,1,"Huber_global",0.098160192758751
"1659",31,0.08,1,"Huber_distr_dc",0.0977830821350802
"1660",31,0.08,10,"ols_global",0.999752658488433
"1661",31,0.08,10,"Huber_global",0.134558565965678
"1662",31,0.08,10,"Huber_distr_dc",0.133826716253307
"1663",31,0.08,100,"ols_global",8.11109079948818
"1664",31,0.08,100,"Huber_global",0.13444435180386
"1665",31,0.08,100,"Huber_distr_dc",0.133774015972766
"1666",31,0.1,1,"ols_global",0.415863625567042
"1667",31,0.1,1,"Huber_global",0.141298886529429
"1668",31,0.1,1,"Huber_distr_dc",0.141001999078319
"1669",31,0.1,10,"ols_global",1.03263611569908
"1670",31,0.1,10,"Huber_global",0.162120402122092
"1671",31,0.1,10,"Huber_distr_dc",0.157577000625594
"1672",31,0.1,100,"ols_global",9.62804024587256
"1673",31,0.1,100,"Huber_global",0.165589762073193
"1674",31,0.1,100,"Huber_distr_dc",0.168710230336478
"1675",32,0,1,"ols_global",0.22874589388781
"1676",32,0,1,"Huber_global",0.0344884828832979
"1677",32,0,1,"Huber_distr_dc",0.0342239256053767
"1678",32,0,10,"ols_global",0.316109800752291
"1679",32,0,10,"Huber_global",0.0285869313984461
"1680",32,0,10,"Huber_distr_dc",0.0287693810665451
"1681",32,0,100,"ols_global",0.209350648790841
"1682",32,0,100,"Huber_global",0.0317469234588264
"1683",32,0,100,"Huber_distr_dc",0.0310559943985752
"1684",32,0.02,1,"ols_global",1.85321379556278
"1685",32,0.02,1,"Huber_global",0.0383046715754887
"1686",32,0.02,1,"Huber_distr_dc",0.037779732355111
"1687",32,0.02,10,"ols_global",0.372787947020744
"1688",32,0.02,10,"Huber_global",0.0382562323453793
"1689",32,0.02,10,"Huber_distr_dc",0.0378881239099049
"1690",32,0.02,100,"ols_global",2.11636272944087
"1691",32,0.02,100,"Huber_global",0.0426913516594753
"1692",32,0.02,100,"Huber_distr_dc",0.0430924687732965
"1693",32,0.04,1,"ols_global",0.346774829414675
"1694",32,0.04,1,"Huber_global",0.0567398677251696
"1695",32,0.04,1,"Huber_distr_dc",0.0566584280316038
"1696",32,0.04,10,"ols_global",0.685478306333899
"1697",32,0.04,10,"Huber_global",0.0669192600563216
"1698",32,0.04,10,"Huber_distr_dc",0.0664204142242005
"1699",32,0.04,100,"ols_global",4.07552292770638
"1700",32,0.04,100,"Huber_global",0.0670519568736956
"1701",32,0.04,100,"Huber_distr_dc",0.0658113482448792
"1702",32,0.06,1,"ols_global",0.296052587260729
"1703",32,0.06,1,"Huber_global",0.0827936031877564
"1704",32,0.06,1,"Huber_distr_dc",0.0826461802638494
"1705",32,0.06,10,"ols_global",1.37942232807027
"1706",32,0.06,10,"Huber_global",0.0934970782101757
"1707",32,0.06,10,"Huber_distr_dc",0.09357786556612
"1708",32,0.06,100,"ols_global",6.17141839521768
"1709",32,0.06,100,"Huber_global",0.091778022770938
"1710",32,0.06,100,"Huber_distr_dc",0.0905472819188483
"1711",32,0.08,1,"ols_global",0.31292287234789
"1712",32,0.08,1,"Huber_global",0.0999743685330249
"1713",32,0.08,1,"Huber_distr_dc",0.100032989717862
"1714",32,0.08,10,"ols_global",0.85072654988396
"1715",32,0.08,10,"Huber_global",0.124417094974744
"1716",32,0.08,10,"Huber_distr_dc",0.121139596953563
"1717",32,0.08,100,"ols_global",8.032284137768
"1718",32,0.08,100,"Huber_global",0.137859040465657
"1719",32,0.08,100,"Huber_distr_dc",0.13425164727992
"1720",32,0.1,1,"ols_global",0.163572154362536
"1721",32,0.1,1,"Huber_global",0.137304982225528
"1722",32,0.1,1,"Huber_distr_dc",0.137159961038898
"1723",32,0.1,10,"ols_global",1.48575740761466
"1724",32,0.1,10,"Huber_global",0.164087070906948
"1725",32,0.1,10,"Huber_distr_dc",0.157786541644272
"1726",32,0.1,100,"ols_global",9.94792076720151
"1727",32,0.1,100,"Huber_global",0.168963471913423
"1728",32,0.1,100,"Huber_distr_dc",0.163797639323002
"1729",33,0,1,"ols_global",0.374028763442755
"1730",33,0,1,"Huber_global",0.0308021589837219
"1731",33,0,1,"Huber_distr_dc",0.0314522145932433
"1732",33,0,10,"ols_global",0.209947381541864
